media,week,gdelt_tone
msnbc,2024-05-20/2024-05-26,-3.5032562504634734
msnbc,2024-05-27/2024-06-02,-4.839464977940733
msnbc,2024-06-03/2024-06-09,-3.997737081171308
msnbc,2024-06-10/2024-06-16,-3.0200759840973266
msnbc,2024-06-17/2024-06-23,-3.15057679530669
msnbc,2024-06-24/2024-06-30,-4.011760562775907
msnbc,2024-07-01/2024-07-07,-2.85900163025336
msnbc,2024-07-08/2024-07-14,-2.513171673433627
msnbc,2024-07-15/2024-07-21,-2.0204145365752244
msnbc,2024-07-22/2024-07-28,-1.3231223056006158
msnbc,2024-07-29/2024-08-04,-2.17543146784805
msnbc,2024-08-05/2024-08-11,-2.1632243407421003
msnbc,2024-08-12/2024-08-18,-2.6138829809584916
msnbc,2024-08-19/2024-08-25,-0.8533573588485955
msnbc,2024-08-26/2024-09-01,-2.5384396368313835
msnbc,2024-09-02/2024-09-08,-3.818697125887382
msnbc,2024-09-09/2024-09-15,-4.049656135798821
msnbc,2024-09-16/2024-09-22,-3.790494551598397
msnbc,2024-09-23/2024-09-29,-3.313970610167152
msnbc,2024-09-30/2024-10-06,-3.7752371391260064
msnbc,2024-10-07/2024-10-13,-3.9460508316412617
msnbc,2024-10-14/2024-10-20,-3.354380146834104
msnbc,2024-10-21/2024-10-27,-2.489049138595221
msnbc,2024-10-28/2024-11-03,-2.6972609148244118
msnbc,2024-11-04/2024-11-10,-1.8803816003851932
msnbc,2024-11-11/2024-11-17,-1.759383159154664
msnbc,2024-11-18/2024-11-24,-3.122322667334405
msnbc,2024-11-25/2024-12-01,-2.4907721601312014
msnbc,2024-12-02/2024-12-08,-2.7150959627648135
msnbc,2024-12-09/2024-12-15,-2.5721680594431713
msnbc,2024-12-16/2024-12-22,-3.1983461175316212
msnbc,2024-12-23/2024-12-29,-2.4684446568271725
msnbc,2024-12-30/2025-01-05,-3.3337282397611303
msnbc,2025-01-06/2025-01-12,-2.659747781832615
msnbc,2025-01-13/2025-01-19,-2.740645459304889
msnbc,2025-01-20/2025-01-26,-2.150320192178543
msnbc,2025-01-27/2025-02-02,-2.8561458796057613
msnbc,2025-02-03/2025-02-09,-2.0073872268114545
msnbc,2025-02-10/2025-02-16,-3.0079918766312677
msnbc,2025-02-17/2025-02-23,-2.4714189063701855
msnbc,2025-02-24/2025-03-02,-2.5945928995042804
msnbc,2025-03-03/2025-03-09,-2.715383270093181
msnbc,2025-03-10/2025-03-16,-3.274879709263275
msnbc,2025-03-17/2025-03-23,-3.175314664518306
msnbc,2025-03-24/2025-03-30,-3.2260346242303184
msnbc,2025-03-31/2025-04-06,-2.4217953964898964
