month,year,topic,topic_id,rank,count,total_articles,percentage
10,2019,judgment terror case / male migrants look / needs free elections,1,1,929,1000,92.9
10,2019,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,6,1000,0.6
10,2020,judgment terror case / male migrants look / needs free elections,1,1,761,1000,76.1
10,2020,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,156,1000,15.6
10,2021,judgment terror case / male migrants look / needs free elections,1,1,812,1000,81.2
10,2021,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,70,1000,7.000000000000001
10,2022,judgment terror case / male migrants look / needs free elections,1,1,897,1000,89.7
10,2022,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,22,1000,2.1999999999999997
10,2023,judgment terror case / male migrants look / needs free elections,1,1,935,1000,93.5
10,2023,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,8,1000,0.8
10,2024,judgment terror case / male migrants look / needs free elections,1,1,948,1000,94.8
10,2024,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,4,1000,0.4
11,2015,smuggling refugees / kabul casualties president / court maldives revokes,3,1,134,1000,13.4
11,2015,policias de bolivia / armero deaths foretold / sued piracy,0,2,99,1000,9.9
11,2015,suspect killed california / autopsies begin / profiling chief,4,3,86,1000,8.6
11,2016,obama presidency jeb / debt nearly doubles / protect classified info,2,1,147,1000,14.7
11,2016,policias de bolivia / armero deaths foretold / sued piracy,0,2,128,1000,12.8
11,2016,smuggling refugees / kabul casualties president / court maldives revokes,3,3,125,1000,12.5
11,2017,suspect killed california / autopsies begin / profiling chief,4,1,189,1000,18.9
11,2017,smuggling refugees / kabul casualties president / court maldives revokes,3,2,141,1000,14.099999999999998
11,2017,obama presidency jeb / debt nearly doubles / protect classified info,2,3,54,1000,5.4
11,2018,obama presidency jeb / debt nearly doubles / protect classified info,2,1,176,1000,17.599999999999998
11,2018,suspect killed california / autopsies begin / profiling chief,4,2,149,1000,14.899999999999999
11,2018,smuggling refugees / kabul casualties president / court maldives revokes,3,3,67,1000,6.7
11,2019,obama presidency jeb / debt nearly doubles / protect classified info,2,1,213,1000,21.3
11,2019,leah remini dont / magicians take stage / two weeks gisele,5,2,126,1000,12.6
11,2019,suspect killed california / autopsies begin / profiling chief,4,3,123,1000,12.3
11,2020,obama presidency jeb / debt nearly doubles / protect classified info,2,1,333,1000,33.300000000000004
11,2020,chipotle coli outbreak / living atm keypads / africa tackles human,1,2,143,1000,14.299999999999999
11,2020,suspect killed california / autopsies begin / profiling chief,4,3,71,1000,7.1
11,2021,obama presidency jeb / debt nearly doubles / protect classified info,2,1,197,1000,19.7
11,2021,suspect killed california / autopsies begin / profiling chief,4,2,95,1000,9.5
